lon,lat,result_discrete,prob
166,74,11,0.9999227523803711
167,74,11,0.9999483823776245
168,74,11,0.9997206330299377
169,74,11,0.9998962879180908
170,74,11,0.9971217513084412
171,74,11,0.9948252439498901
172,74,11,0.996880292892456
173,74,11,0.9690493941307068
174,74,11,0.9974297881126404
175,74,3,0.5086171627044678
176,74,3,0.5852924585342407
177,74,11,0.9538112878799438
178,74,11,0.9200113415718079
179,74,11,0.5807287096977234
180,74,11,0.6659491062164307
-180,73,11,0.7122893929481506
-179,73,3,0.6878993511199951
-178,73,3,0.6654471755027771
-177,73,3,0.7446147203445435
-176,73,3,0.8211758732795715
-175,73,3,0.9994401335716248
-174,73,3,0.9923030138015747
-173,73,3,0.9887558817863464
-172,73,3,0.9896202683448792
-171,73,3,0.9990246295928955
-170,73,3,0.9867542386054993
-169,73,3,0.978855311870575
-168,73,3,0.9754517674446106
-167,73,3,0.4578556716442108
-166,73,3,0.9673441052436829
-165,73,3,0.8463070392608643
-164,73,3,0.8930190205574036
-163,73,3,0.8755191564559937
-162,73,3,0.9301472902297974
-161,73,3,0.9149245023727417
-160,73,3,0.9646275043487549
-159,73,3,0.9678937196731567
-158,73,3,0.9438300728797913
-157,73,11,0.48784109950065613
-156,73,3,0.8824744820594788
-155,73,11,0.947758674621582
-154,73,11,0.8830601572990417
-153,73,3,0.9999109506607056
-152,73,3,0.8139075636863708
-151,73,3,0.9999990463256836
-150,73,3,0.9736367464065552
-149,73,3,0.9436800479888916
-148,73,3,0.9999998807907104
-147,73,3,0.9974600672721863
-146,73,3,0.997802197933197
-145,73,3,0.987808346748352
-144,73,3,0.9987033605575562
-143,73,3,1.0
-142,73,3,0.9975104331970215
-141,73,3,0.9914510846138
-140,73,3,0.9998904466629028
-139,73,3,1.0
-138,73,3,0.9999998807907104
-137,73,3,0.984577476978302
-136,73,3,0.9999998807907104
-135,73,3,0.9999946355819702
-134,73,3,1.0
-133,73,3,0.9998264908790588
-132,73,3,0.9999135732650757
-131,73,3,1.0
-130,73,3,0.9998645782470703
-129,73,3,1.0
-128,73,3,0.9998340606689453
-127,73,3,0.999998927116394
-126,73,3,0.999990701675415
-125,73,3,0.9999387264251709
-117,73,3,1.0
-112,73,3,1.0
-111,73,3,0.9999517202377319
-110,73,3,1.0
-109,73,3,0.9999998807907104
-105,73,3,0.8219058513641357
-104,73,11,0.9132542014122009
-103,73,11,0.8526718616485596
-101,73,3,0.9104810357093811
-96,73,3,0.9752820730209351
-91,73,3,0.9920511841773987
-90,73,3,0.9932777285575867
-86,73,11,0.6239392757415771
-85,73,3,0.9669121503829956
-76,73,3,0.9320875406265259
-75,73,3,0.8934330344200134
-74,73,3,0.8807106614112854
-73,73,3,0.9590365290641785
-72,73,3,0.9717742800712585
-71,73,3,0.7836025357246399
-70,73,11,0.7840519547462463
-69,73,11,0.8593467473983765
-68,73,11,0.9908846020698547
-67,73,11,0.9477306008338928
-66,73,3,0.6981441974639893
-65,73,3,0.9791138768196106
-64,73,11,0.6721600890159607
-63,73,3,0.9945544004440308
-62,73,3,0.9974302649497986
-61,73,3,0.9667883515357971
-60,73,3,0.8761301636695862
-59,73,3,0.9999992847442627
-58,73,3,0.6143307685852051
-57,73,3,0.8013510704040527
-56,73,3,0.9971773624420166
-25,73,11,0.8635555505752563
-22,73,3,0.5437729358673096
-21,73,1,0.5275994539260864
-20,73,11,0.6065135598182678
-19,73,11,0.632919430732727
-18,73,11,0.57925945520401
-17,73,11,0.6088735461235046
-16,73,11,0.8888616561889648
-15,73,3,0.5963674187660217
-14,73,11,0.8459810614585876
-13,73,3,0.5578118562698364
-12,73,3,0.8191248774528503
-11,73,3,0.7965452671051025
-10,73,11,0.5901147127151489
-9,73,11,0.5177620649337769
-8,73,3,0.7044472098350525
-7,73,11,0.5748566389083862
-6,73,3,0.4826555848121643
-5,73,3,0.4478907287120819
-4,73,11,0.8212593197822571
-3,73,3,0.5108572840690613
-2,73,3,0.6303344368934631
-1,73,3,0.7666587233543396
0,73,1,0.526081919670105
1,73,3,0.7609273791313171
2,73,3,0.6759929060935974
3,73,3,0.6604240536689758
4,73,1,0.5938541293144226
5,73,1,0.5880951285362244
6,73,1,0.42381933331489563
7,73,1,0.35288310050964355
8,73,11,0.34655317664146423
9,73,3,0.3994665741920471
10,73,11,0.43093037605285645
11,73,11,0.3508537709712982
12,73,1,0.4181593656539917
13,73,1,0.30636048316955566
14,73,11,0.44210052490234375
15,73,11,0.5200982689857483
16,73,11,0.7643390893936157
17,73,11,0.5246656537055969
18,73,11,0.663912832736969
19,73,11,0.6770020127296448
20,73,11,0.9040881395339966
21,73,3,0.8357068300247192
22,73,3,0.8035309314727783
23,73,3,0.5703905820846558
24,73,11,0.8478695750236511
25,73,11,0.7755088806152344
26,73,11,0.9437524676322937
27,73,11,0.9343885779380798
28,73,11,0.8459396362304688
29,73,11,0.7191303968429565
30,73,11,0.6829347610473633
31,73,11,0.6992548704147339
32,73,11,0.6452595591545105
33,73,11,0.9473890662193298
34,73,11,0.7331140637397766
35,73,11,0.7732871174812317
36,73,11,0.6759341955184937
37,73,11,0.8968983888626099
38,73,11,0.9034523963928223
39,73,11,0.7115796804428101
40,73,1,0.6136859655380249
41,73,11,0.533236563205719
42,73,11,0.6992064714431763
43,73,11,0.6876072287559509
44,73,11,0.928145706653595
45,73,11,0.9689013361930847
46,73,3,0.8633381724357605
47,73,3,0.9536389708518982
48,73,3,0.951916515827179
49,73,11,0.6046905517578125
50,73,3,0.9860591292381287
51,73,3,0.9913691878318787
52,73,3,0.9501325488090515
53,73,11,0.5806163549423218
57,73,3,0.9511370062828064
58,73,3,0.9912426471710205
59,73,3,0.9695577621459961
60,73,3,0.9661968350410461
61,73,3,0.9829187393188477
62,73,3,0.9663737416267395
63,73,3,0.9889557957649231
64,73,3,0.9066942930221558
65,73,3,0.9703648090362549
66,73,3,0.9197986721992493
67,73,3,0.9157840013504028
68,73,3,0.9853004813194275
69,73,3,0.8249050378799438
70,73,3,0.7577399015426636
71,73,11,0.5076613426208496
72,73,11,0.8405920267105103
73,73,3,0.9469785690307617
74,73,3,0.5542659759521484
75,73,3,0.8024167418479919
76,73,3,0.9498046040534973
77,73,11,0.7727242112159729
78,73,3,0.958362340927124
80,73,3,0.9754539132118225
106,73,3,0.9884953498840332
121,73,3,0.8280885815620422
122,73,11,0.9998509883880615
123,73,3,0.8078085780143738
130,73,11,0.9999994039535522
131,73,11,0.9978272318840027
132,73,11,0.9999737739562988
133,73,11,0.9999972581863403
134,73,11,0.9998204112052917
135,73,11,1.0
136,73,11,0.9998183846473694
137,73,11,0.999997615814209
138,73,11,0.9997047781944275
139,73,11,0.9983232617378235
140,73,3,0.9940629601478577
141,73,11,0.9997557997703552
142,73,11,1.0
143,73,11,0.9999940395355225
144,73,11,0.9722324013710022
145,73,11,0.9999798536300659
146,73,11,0.9112082719802856
147,73,11,1.0
148,73,11,0.9998778104782104
149,73,11,0.9999990463256836
150,73,11,0.9968942403793335
151,73,11,0.996969997882843
152,73,11,0.9995810389518738
153,73,11,0.9999884366989136
154,73,11,0.9999816417694092
155,73,11,0.9999892711639404
156,73,11,0.9999938011169434
157,73,11,0.999994158744812
158,73,11,0.9999972581863403
159,73,11,0.9999940395355225
160,73,11,0.9999934434890747
161,73,11,0.9999752044677734
162,73,11,0.9999858140945435
163,73,11,0.999963641166687
164,73,11,0.9999828338623047
165,73,11,0.9999780654907227
166,73,11,0.9999974966049194
167,73,11,0.9999638795852661
168,73,11,0.9999618530273438
169,73,11,0.9997370839118958
170,73,11,0.9999839067459106
171,73,11,0.9999815225601196
172,73,11,0.9999339580535889
173,73,11,0.999893069267273
174,73,11,0.9998383522033691
175,73,11,0.9848839044570923
176,73,11,0.9950383305549622
177,73,11,0.9758579730987549
178,73,11,0.984296977519989
179,73,11,0.9327324628829956
180,73,11,0.7122893929481506
-180,72,11,0.5559816956520081
-179,72,11,0.6773568987846375
-178,72,3,0.5726072192192078
-177,72,3,0.4548165500164032
-176,72,11,0.7129685282707214
-175,72,3,0.8081948161125183
-174,72,3,0.9904047250747681
-173,72,3,0.9868980646133423
-172,72,3,0.9722756743431091
-171,72,3,0.5226961374282837
-170,72,3,0.4700104892253876
-169,72,11,0.2973247170448303
-168,72,11,0.6897799968719482
-167,72,11,0.8196869492530823
-166,72,11,0.8577072620391846
-165,72,11,0.6840498447418213
-164,72,1,0.3725917339324951
-163,72,11,0.5554907321929932
-162,72,3,0.5908218026161194
-161,72,3,0.7789497375488281
-160,72,3,0.7555188536643982
-159,72,1,0.489755243062973
-158,72,11,0.7411616444587708
-157,72,11,0.8234069347381592
-156,72,11,0.661532998085022
-155,72,1,0.5830836892127991
-154,72,3,0.805159866809845
-153,72,3,0.6284222602844238
-152,72,3,0.9897823333740234
-151,72,3,0.9763278365135193
-150,72,3,0.9835935235023499
-149,72,3,0.955136775970459
-148,72,3,0.8307973146438599
-147,72,3,0.9473015069961548
-146,72,3,0.6433138251304626
-145,72,3,0.9207941889762878
-144,72,3,0.6036614179611206
-143,72,3,0.9339296817779541
-142,72,3,0.505706250667572
-141,72,3,0.9996688365936279
-140,72,3,0.7073163390159607
-139,72,3,0.9965054988861084
-138,72,3,0.9999892711639404
-137,72,3,0.9999340772628784
-136,72,3,0.9994751811027527
-135,72,3,0.9000330567359924
-134,72,3,0.999992847442627
-133,72,3,0.8574949502944946
-132,72,3,0.9999998807907104
-131,72,3,0.9999994039535522
-130,72,3,0.9999992847442627
-129,72,3,0.9999995231628418
-128,72,3,0.9999542236328125
-127,72,3,0.9999985694885254
-126,72,3,0.9739916324615479
-120,72,3,0.9996106028556824
-119,72,3,0.999997615814209
-108,72,3,0.9990288019180298
-104,72,11,0.9991424083709717
-103,72,11,0.9996755123138428
-102,72,3,0.8347293138504028
-101,72,3,0.9895617365837097
-96,72,3,0.9714053869247437
-94,72,3,0.9897827506065369
-93,72,3,0.9335000514984131
-92,72,3,0.9994943141937256
-91,72,3,0.9931544065475464
-86,72,11,0.7932485342025757
-79,72,3,0.8588283658027649
-74,72,3,0.9153872728347778
-73,72,3,0.9937647581100464
-72,72,3,0.7526469826698303
-71,72,3,0.9943317174911499
-70,72,11,0.8486346006393433
-69,72,11,0.855143129825592
-68,72,11,0.9963834285736084
-67,72,11,0.9958141446113586
-66,72,11,0.9758983850479126
-65,72,3,0.7021004557609558
-64,72,11,0.9253894090652466
-63,72,3,0.9830434918403625
-62,72,3,0.9917026162147522
-61,72,3,0.933333158493042
-60,72,3,0.9999881982803345
-59,72,3,0.5710089802742004
-58,72,11,0.6272156834602356
-57,72,3,0.998009979724884
-56,72,3,0.9900847673416138
-22,72,3,0.7235235571861267
-21,72,11,0.8803651928901672
-20,72,3,0.8476765751838684
-19,72,11,0.7166002988815308
-18,72,11,0.7292373180389404
-17,72,3,0.6886134743690491
-16,72,11,0.6682084202766418
-15,72,11,0.593238115310669
-14,72,11,0.8551623225212097
-13,72,3,0.8817878365516663
-12,72,11,0.7788699865341187
-11,72,3,0.5032389163970947
-10,72,11,0.587156355381012
-9,72,3,0.5083195567131042
-8,72,11,0.5590387582778931
-7,72,3,0.5468376874923706
-6,72,3,0.5998396277427673
-5,72,11,0.7002094388008118
-4,72,11,0.920413613319397
-3,72,11,0.6103595495223999
-2,72,11,0.7107673287391663
-1,72,3,0.40020790696144104
0,72,3,0.3904864490032196
1,72,3,0.7380707263946533
2,72,3,0.48475906252861023
3,72,11,0.3793761134147644
4,72,3,0.6812105774879456
5,72,1,0.45178040862083435
6,72,1,0.5775271058082581
7,72,12,0.9848192930221558
8,72,4,0.5003432035446167
9,72,11,0.4990445077419281
10,72,1,0.651235818862915
11,72,1,0.6572819352149963
12,72,12,0.7032507061958313
