longitude,latitude,lithology,bathymetry,nitrate,oxygen,phosphate,productivity,salinity,silicate,temperature
-13,71,1,-510.0,6.281257629,8.196751595,0.485621095,674.3823852999999,33.74483871,3.4330742360000004,0.5300722720000001
-13,71,1,-510.0,6.281257629,8.196751595,0.485621095,674.3823852999999,33.74483871,3.4330742360000004,0.5300722720000001
42,71,1,-97.0,1.465558648,7.723571777,0.279832035,873.4845581000002,33.98999023,2.451253891,2.455843925
-170,70,1,-34.0,4.281105518,8.557411194,0.629308581,670.6074219,30.66974068,16.59034348,1.647683978
-169,70,1,-35.0,4.285746098,8.390428542999999,0.6242187020000001,739.184082,30.65867043,16.67124176,1.890172005
-15,70,2,-1158.0,6.414933681,8.052640915,0.492527366,584.777832,33.47375107,3.577027321,0.571579576
-15,70,2,-1158.0,6.414933681,8.052640915,0.492527366,584.777832,33.47375107,3.577027321,0.571579576
2,70,2,-3236.0,7.841113567000001,7.312963963,0.551839828,814.1425781,35.11764145,4.829972744,6.57765007
9,70,3,-2862.0,6.922929764,6.86251688,0.524558604,1031.062378,34.47307968,4.490394592,6.8897099489999984
13,70,1,-2752.0,5.528137207,6.805991173,0.482698053,1158.672974,32.85821152,4.023842812,7.380485058
-179,69,1,-39.0,4.0642962460000005,8.467211723,0.48406899,1489.841309,29.00436974,15.29844856,1.5989730359999998
-171,69,1,-53.0,4.712226391000001,8.295910835,0.657355487,835.3294067,31.08045006,16.0623703,1.7866560219999998
-170,69,1,-55.0,4.685758114,8.192008972,0.658320308,933.0163574,31.26402092,16.21423531,1.877948046
-168,69,1,-50.0,4.824849129,7.856882095,0.645679235,1165.444824,30.95269012,16.85074997,2.439963102
-168,69,1,-50.0,4.824849129,7.856882095,0.645679235,1165.444824,30.95269012,16.85074997,2.439963102
-168,69,1,-50.0,4.824849129,7.856882095,0.645679235,1165.444824,30.95269012,16.85074997,2.439963102
-5,69,3,-3367.0,7.13703537,7.588617802000001,0.492476583,691.0142212000002,34.61980820000001,4.3133788110000015,4.216598034
-4,69,3,-3595.0,7.219792843,7.547228812999999,0.5007851720000001,678.1042480000001,34.66513062,4.454933643,4.81794405
3,69,3,-3253.0,7.613956927999999,7.053646088,0.530250013,1006.016052,35.14659882,4.727984428,7.147012234
4,69,3,-3238.0,7.54094553,6.939201832,0.528246045,1018.401794,35.15262985,4.685066223,7.186221122999999
9,69,2,-3035.0,6.440906048,6.782173157000001,0.490671873,1133.196045,34.21850967,4.231070042,7.4515328410000015
9,69,2,-3035.0,6.440906048,6.782173157000001,0.490671873,1133.196045,34.21850967,4.231070042,7.4515328410000015
10,69,2,-2999.0,6.074847697999999,6.780082226,0.479167968,1157.884155,33.69070053,4.086996078,7.512776852000001
13,69,1,-1764.0,4.727329731,6.746779919,0.4436515270000001,1246.428467,32.09500885,3.726829529,7.753662108999999
14,69,3,-179.0,4.509765625,6.735805035,0.43847397,1219.100464,31.62491035,3.804354191,7.754446982999999
-169,68,1,-59.0,5.0078392030000005,7.73960495,0.6912941340000001,1404.435669,31.51688004,15.97662735,2.195607901
-168,68,1,-55.0,5.1458449360000005,7.558221817000001,0.685617447,1141.833374,31.21767044,16.56886673,2.495412111
-168,68,1,-55.0,5.1458449360000005,7.558221817000001,0.685617447,1141.833374,31.21767044,16.56886673,2.495412111
-167,68,1,-56.0,5.344822884,7.382448196,0.6971979140000001,1266.168579,30.88072968,17.09348488,2.894319057
-166,68,1,-29.0,5.570271492000001,7.304259777,0.7301705479999999,2122.217529,30.5566597,17.70740318,3.294809103
-7,68,3,-2087.0,7.080652237000001,7.443933964,0.480464846,653.7143555,34.75260162,4.005648613,3.797884941
-6,68,3,-3111.0,7.126765728,7.43644619,0.486507803,637.4378662,34.73147964,4.1253438,4.219760895
-5,68,3,-3563.0,7.170187473,7.415370941,0.492472649,657.9389647999999,34.73765945,4.24849987,4.753149986
-5,68,3,-3563.0,7.170187473,7.415370941,0.492472649,657.9389647999999,34.73765945,4.24849987,4.753149986
-5,68,3,-3563.0,7.170187473,7.415370941,0.492472649,657.9389647999999,34.73765945,4.24849987,4.753149986
8,68,2,-2249.0,6.423171997000001,6.716371059,0.474699229,1196.264282,34.47121811,4.03363657,7.918209076
11,68,2,-183.0,5.170222759,6.719571114,0.430121094,1172.669067,32.54129028,3.517527342,8.001006126
-167,67,1,-35.0,5.285579205,7.193686962,0.7308564190000001,1235.380249,30.99151993,16.36260223,2.823426008
-167,67,1,-35.0,5.285579205,7.193686962,0.7308564190000001,1235.380249,30.99151993,16.36260223,2.823426008
-165,67,1,-27.0,,7.170968056,,1777.372437,30.41597939,,3.59988904
-164,67,1,-24.0,,7.244291782,,2927.404053,30.16921043,,3.807431936
-164,67,1,-24.0,,7.244291782,,2927.404053,30.16921043,,3.807431936
-32,67,2,-259.0,8.054895401,7.128486156,0.613900006,494.5855408,33.745121000000005,5.052160263,2.326092005
-32,67,2,-259.0,8.054895401,7.128486156,0.613900006,494.5855408,33.745121000000005,5.052160263,2.326092005
-31,67,2,-483.0,8.409971237,7.188718796,0.629334509,542.5667725,33.84239960000001,5.154768467,1.710674047
-31,67,2,-483.0,8.409971237,7.188718796,0.629334509,542.5667725,33.84239960000001,5.154768467,1.710674047
-31,67,2,-483.0,8.409971237,7.188718796,0.629334509,542.5667725,33.84239960000001,5.154768467,1.710674047
-31,67,2,-483.0,8.409971237,7.188718796,0.629334509,542.5667725,33.84239960000001,5.154768467,1.710674047
-31,67,2,-483.0,8.409971237,7.188718796,0.629334509,542.5667725,33.84239960000001,5.154768467,1.710674047
-26,67,1,-754.0,7.640071869,7.860929966,0.62044698,601.5177612000001,34.16595078,5.026144028,4.904770851
-7,67,3,-2167.0,7.17805481,7.274572849,0.492976576,639.5252686000001,34.84764862,3.968113422,4.238462925
-6,67,3,-3188.0,7.214859486,7.26521492,0.496804714,628.944458,34.83153915,4.053273678,4.65177393
-2,67,3,-3565.0,7.366867065,7.133211136,0.513968766,857.4692382999998,34.95655823,4.370054722,7.037353992000001
6,67,3,-1298.0,6.76639843,6.679543018,0.4883359370000001,1288.11731,35.01388931,3.972605467,8.250505447
6,67,3,-1298.0,6.76639843,6.679543018,0.4883359370000001,1288.11731,35.01388931,3.972605467,8.250505447
6,67,3,-1298.0,6.76639843,6.679543018,0.4883359370000001,1288.11731,35.01388931,3.972605467,8.250505447
6,67,3,-1298.0,6.76639843,6.679543018,0.4883359370000001,1288.11731,35.01388931,3.972605467,8.250505447
6,67,3,-1298.0,6.76639843,6.679543018,0.4883359370000001,1288.11731,35.01388931,3.972605467,8.250505447
6,67,3,-1298.0,6.76639843,6.679543018,0.4883359370000001,1288.11731,35.01388931,3.972605467,8.250505447
7,67,3,-1209.0,6.504219055,6.677186966,0.474878907,1304.151367,34.69557953,3.821652412,8.343717575
7,67,3,-1209.0,6.504219055,6.677186966,0.474878907,1304.151367,34.69557953,3.821652412,8.343717575
7,67,3,-1209.0,6.504219055,6.677186966,0.474878907,1304.151367,34.69557953,3.821652412,8.343717575
-35,66,1,-305.0,7.552257537999999,7.04592514,0.585906267,482.026825,33.78277969,3.556492329,5.234498978
-31,66,2,-450.0,8.934055328,6.957162857,0.660203934,589.6609497000002,34.267520899999994,4.98381567,2.680138111
-31,66,2,-450.0,8.934055328,6.957162857,0.660203934,589.6609497000002,34.267520899999994,4.98381567,2.680138111
-31,66,2,-450.0,8.934055328,6.957162857,0.660203934,589.6609497000002,34.267520899999994,4.98381567,2.680138111
-31,66,2,-450.0,8.934055328,6.957162857,0.660203934,589.6609497000002,34.267520899999994,4.98381567,2.680138111
-31,66,2,-450.0,8.934055328,6.957162857,0.660203934,589.6609497000002,34.267520899999994,4.98381567,2.680138111
-30,66,2,-320.0,9.119297028,7.063466072000001,0.670132816,769.3452758999998,34.35240173,5.045769691,2.775408983
-30,66,2,-320.0,9.119297028,7.063466072000001,0.670132816,769.3452758999998,34.35240173,5.045769691,2.775408983
-7,66,3,-2207.0,7.3428983689999985,7.112658978,0.514785171,641.3779297,34.94356155,3.950187445,4.685225964
-6,66,3,-3213.0,7.377355576,7.103539944,0.51700002,647.0939941,34.92250061,3.999640703,5.059802055
-5,66,3,-3121.0,7.397284985,7.083164215,0.518714845,672.6405639999998,34.9160614,4.05470705,5.588853836
-169,65,1,-49.0,8.120195389,7.357181072,1.188729525,1598.754272,31.28000069,26.68344116,2.500874043
-169,65,1,-49.0,8.120195389,7.357181072,1.188729525,1598.754272,31.28000069,26.68344116,2.500874043
-168,65,1,-20.0,7.188266754,7.223310947000001,1.140874386,1230.99231,31.14055061,25.14833069,2.497637033
-168,65,1,-20.0,7.188266754,7.223310947000001,1.140874386,1230.99231,31.14055061,25.14833069,2.497637033
-167,65,1,-17.0,,7.119112968,,3695.623779,30.95439911,,2.865230083
-29,65,3,-1467.0,9.619382858,6.964568138,0.6938046809999999,1157.121216,34.78776169,4.948449135,4.8008441930000005
-11,65,1,-550.0,7.14918375,6.914739132,0.524406254,1119.971313,35.04549026,4.298050404,4.807815075
-169,64,1,-33.0,5.493796825,7.351981163,1.000285745,1272.228394,31.16828918,21.77069664,3.020020962
-167,64,1,-27.0,4.42181015,7.1252269739999985,0.968505025,1188.37439,30.87857056,20.31151581,3.507160902
-166,64,1,-25.0,2.498477936,7.086538792000001,0.909573555,2355.204834,30.72499084,20.019441600000004,4.182753086
-166,64,1,-25.0,2.498477936,7.086538792000001,0.909573555,2355.204834,30.72499084,20.019441600000004,4.182753086
-166,64,1,-25.0,2.498477936,7.086538792000001,0.909573555,2355.204834,30.72499084,20.019441600000004,4.182753086
-165,64,1,-16.0,,7.093361855,,3889.809814,30.58432961,,4.704773903
-165,64,1,-16.0,,7.093361855,,3889.809814,30.58432961,,4.704773903
-165,64,1,-16.0,,7.093361855,,3889.809814,30.58432961,,4.704773903
-165,64,1,-16.0,,7.093361855,,3889.809814,30.58432961,,4.704773903
-164,64,1,-19.0,,7.131617069,,4556.787109000001,30.46113968,,5.036111832
-164,64,1,-19.0,,7.131617069,,4556.787109000001,30.46113968,,5.036111832
-164,64,1,-19.0,,7.131617069,,4556.787109000001,30.46113968,,5.036111832
-164,64,1,-19.0,,7.131617069,,4556.787109000001,30.46113968,,5.036111832
-164,64,1,-19.0,,7.131617069,,4556.787109000001,30.46113968,,5.036111832
-163,64,1,-19.0,,7.189119816,,4939.239258,30.356779100000004,,5.222082138
-162,64,1,-3.0,,7.257325172000001,,5348.555176,30.2714901,,5.312194824
-161,64,1,-1.0,,7.330581187999999,,7540.285645,30.20491982,,5.34636879
-40,64,1,-307.0,,7.3524589539999985,,541.7688598999998,34.36870956,,5.174047947
-31,64,3,-2689.0,10.13858986,6.5777812,0.720406234,1118.637085,34.83620071,4.832476616,5.405093193
-30,64,3,-2101.0,10.15089035,6.644010067000001,0.719117165,1177.652466,34.93518066,4.848566532,5.466216087
-29,64,3,-1627.0,10.06237888,6.745100021,0.7128281,1193.825562,35.03018188,4.85306263,5.891830921
-28,64,2,-1259.0,9.9077034,6.858064175,0.703367174,1236.266479,35.12511826,4.856312752,6.532578945
-10,64,1,-641.0,8.005648613,6.744026184,0.606816411,1595.803589,35.13988876,4.424929618999999,5.636455058999998
6,64,1,-288.0,6.179446697,6.698637009,0.517388284,1576.354492,33.74697113,3.047377348,9.09659481
-174,63,1,-69.0,6.278422832,7.642507076,0.9234007,583.2962036,31.38624954,18.84199715,2.952666998
-174,63,1,-69.0,6.278422832,7.642507076,0.9234007,583.2962036,31.38624954,18.84199715,2.952666998
-174,63,1,-69.0,6.278422832,7.642507076,0.9234007,583.2962036,31.38624954,18.84199715,2.952666998
-174,63,1,-69.0,6.278422832,7.642507076,0.9234007,583.2962036,31.38624954,18.84199715,2.952666998
-174,63,1,-69.0,6.278422832,7.642507076,0.9234007,583.2962036,31.38624954,18.84199715,2.952666998
-173,63,1,-66.0,5.354457378,7.653470992999999,0.905003548,581.6123657,31.37587929,17.96659279,3.095601082
-173,63,1,-66.0,5.354457378,7.653470992999999,0.905003548,581.6123657,31.37587929,17.96659279,3.095601082
-173,63,1,-66.0,5.354457378,7.653470992999999,0.905003548,581.6123657,31.37587929,17.96659279,3.095601082
-173,63,1,-66.0,5.354457378,7.653470992999999,0.905003548,581.6123657,31.37587929,17.96659279,3.095601082
-173,63,1,-66.0,5.354457378,7.653470992999999,0.905003548,581.6123657,31.37587929,17.96659279,3.095601082
-166,63,1,-20.0,2.699917555,7.118648052,0.91017431,2729.956543,30.68485069,17.30272102,5.174378872
-166,63,1,-20.0,2.699917555,7.118648052,0.91017431,2729.956543,30.68485069,17.30272102,5.174378872
-165,63,1,-6.0,,7.131427765,,4337.088379,30.59634018,,5.502532005
-165,63,1,-6.0,,7.131427765,,4337.088379,30.59634018,,5.502532005
-165,63,1,-6.0,,7.131427765,,4337.088379,30.59634018,,5.502532005
-165,63,1,-6.0,,7.131427765,,4337.088379,30.59634018,,5.502532005
-81,63,2,-239.0,7.473109245,7.557225227000001,1.058156252,595.5629272000001,31.53288078,3.158765554,2.957192898
-81,63,2,-239.0,7.473109245,7.557225227000001,1.058156252,595.5629272000001,31.53288078,3.158765554,2.957192898
-40,63,1,-1512.0,9.042502403,7.2781329160000015,0.621044755,912.1593627999997,34.57564163,4.636184216,5.420571804
-40,63,1,-1512.0,9.042502403,7.2781329160000015,0.621044755,912.1593627999997,34.57564163,4.636184216,5.420571804
-40,63,1,-1512.0,9.042502403,7.2781329160000015,0.621044755,912.1593627999997,34.57564163,4.636184216,5.420571804
-40,63,1,-1512.0,9.042502403,7.2781329160000015,0.621044755,912.1593627999997,34.57564163,4.636184216,5.420571804
-40,63,1,-1512.0,9.042502403,7.2781329160000015,0.621044755,912.1593627999997,34.57564163,4.636184216,5.420571804
-37,63,2,-2128.0,9.535871506,6.957234859,0.6664140820000001,968.9365234,34.81460953,4.648238182,6.588201046
-36,63,1,-2493.0,9.826621056,6.85898304,0.6890859009999999,989.1616821,34.82616043,4.678965091999999,6.970917225
-31,63,3,-2314.0,10.56633949,6.514499187,0.7444374559999999,1131.309204,35.00521851,4.838273525,6.440267086
-29,63,3,-1709.0,10.3573637,6.598444939,0.72840625,1175.833374,35.18014145,4.778906345,6.787640095
-28,63,3,-1412.0,10.16710186,6.669172764,0.715238273,1218.8709720000004,35.26176071,4.75156641,7.227068901
-28,63,3,-1412.0,10.16710186,6.669172764,0.715238273,1218.8709720000004,35.26176071,4.75156641,7.227068901
-28,63,3,-1412.0,10.16710186,6.669172764,0.715238273,1218.8709720000004,35.26176071,4.75156641,7.227068901
-27,63,3,-1376.0,9.976061821,6.713337898,0.701980472,1240.3240970000004,35.32979965,4.741937637,7.669668197999999
-27,63,3,-1376.0,9.976061821,6.713337898,0.701980472,1240.3240970000004,35.32979965,4.741937637,7.669668197999999
-18,63,2,-1103.0,7.998812675,6.536736012,0.5518828029999999,1924.949585,34.75659943,3.891250134,7.073071957000001
-18,63,2,-1103.0,7.998812675,6.536736012,0.5518828029999999,1924.949585,34.75659943,3.891250134,7.073071957000001
-18,63,2,-1103.0,7.998812675,6.536736012,0.5518828029999999,1924.949585,34.75659943,3.891250134,7.073071957000001
-15,63,3,-1702.0,8.661815642999999,6.410149097000001,0.62607801,1427.130493,34.94440079,4.583681107,6.664110184
-15,63,3,-1702.0,8.661815642999999,6.410149097000001,0.62607801,1427.130493,34.94440079,4.583681107,6.664110184
-12,63,1,-479.0,8.665765762000001,6.513000011,0.61414063,1395.174927,35.15023041,4.406800747,6.461882114
-11,63,1,-454.0,8.74726963,6.542935848,0.6443789010000001,1438.220337,35.1856308,4.419417858,6.436378956
-11,63,1,-454.0,8.74726963,6.542935848,0.6443789010000001,1438.220337,35.1856308,4.419417858,6.436378956
-8,63,1,-615.0,8.666511536,6.687942982,0.626246095,1425.754395,35.17990875,4.3887109760000005,6.510994911
-8,63,1,-615.0,8.666511536,6.687942982,0.626246095,1425.754395,35.17990875,4.3887109760000005,6.510994911
-173,62,1,-57.0,5.963376522000001,7.671745777000001,0.96476078,653.2280883999998,31.53410912,17.85995293,3.393826962
-170,62,1,-43.0,3.405798435,7.51068306,0.892457843,701.6157837000002,31.17181015,13.90694141,4.251118183
-168,62,1,-29.0,3.178488255,7.170003891,0.943775594,1079.770264,30.83831024,14.57399559,5.196304798
-168,62,1,-29.0,3.178488255,7.170003891,0.943775594,1079.770264,30.83831024,14.57399559,5.196304798
-33,62,3,-3057.0,10.75482845,6.579566002000001,0.765664041,1033.029785,35.00168991,5.008523464,7.354628086
-29,62,3,-1683.0,10.43809032,6.531807899,0.739222646,1175.846313,35.2566185,4.724890708999999,7.486802101
-29,62,3,-1683.0,10.43809032,6.531807899,0.739222646,1175.846313,35.2566185,4.724890708999999,7.486802101
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-28,62,3,-1400.0,10.21923065,6.558172226,0.723371089,1201.622192,35.32323837,4.650249958,7.796380042999999
-27,62,3,-1069.0,9.995987892,6.561283112000001,0.70744139,1243.031372,35.37549973,4.589612961,8.119587897999999
-26,62,3,-804.0,9.799593925,6.5334482189999985,0.692308605,1252.378052,35.40214157,4.553171635,8.374285698
-25,62,3,-1420.0,9.640011787,6.511684895,0.6784687640000001,1251.9025880000004,35.39276123,4.54374218,8.518409729
-24,62,3,-1540.0,9.472867012,6.497517109,0.664799988,1244.102905,35.34371948,4.529827595,8.555643082000001
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
-19,62,2,-1994.0,8.243231773,6.416689872999999,0.561378658,1456.600952,34.98041153,3.873213291,8.011738777
